time,steering,throttle
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,1.4023869784738824e-12,0.0
1711686955,-5.609547913895525e-12,0.0
1711686955,7.011934892369412e-12,0.0
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,-5.609547913895525e-12,0.0
1711686955,9.536231453622401e-12,0.0
1711686955,7.292412288064189e-12,0.0
1711686955,6.422932361410381e-11,0.0
1711686955,5.60954791389553e-13,0.0
1711686955,0.0,0.0
1711686955,6.450980100979858e-12,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,-1.4584824576128365e-11,0.0
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,0.0,0.0
1711686955,19.586602418096557,0.07100976191295354
1711686955,16.955151037577718,0.2582536614154807
1711686955,18.204695899904472,0.45497823190432657
1711686955,18.131044266863366,0.6918672907826525
1711686955,16.74752204961519,0.9640142963978108
1711686955,19.555934958129697,0.9875894117288366
1711686955,17.81788415227862,0.9875836650404624
1711686955,16.07954640304705,0.9887404689115428
1711686955,13.749327213952615,0.9886074996568969
1711686955,7.522799855153801,0.9841641358615411
1711686955,0.2808929973427498,0.9855342125437542
1711686955,-3.9269285102538185,0.9867775592186919
1711686955,-7.7845417063915185,0.9806120336828017
1711686955,-6.911379947295417,0.9863492906053805
1711686955,2.552088516150146,0.9857365998919219
1711686955,8.541760613127844,0.9863993611895273
1711686955,9.146612582783092,0.9872222561683628
1711686955,10.974641911618031,0.9875309481567084
1711686955,12.43646458502381,0.9864038685931286
1711686955,9.390497788623959,0.9915220689014856
1711686955,5.182525150652366,0.991277976274421
1711686955,0.45190413136858293,0.9906382656549393
1711686955,-3.208095732434954,0.9908661439816421
1711686955,0.3788673017314519,0.9918175386214797
1711686955,-1.0038563529959115,0.9927491665444156
1711686955,-2.6408961523003414,0.9947325016099247
1711686955,-5.988161149191438,0.9946948375461172
1711686955,-8.169036951842726,0.9973520698046526
1711686955,-9.164264742439038,0.9989585236174324
1711686955,-7.2077724554046645,0.9935832726941803
1711686955,-5.171655648237034,0.9948818493331573
1711686955,-3.785468192077886,0.9968670335057134
1711686955,-0.8143432587588658,0.9968746110464534
1711686955,-4.114202574173361,0.9969260838797014
1711686955,-2.3525088549635362,0.9970189451670226
1711686955,-3.232874404363283,0.9974287141590573
1711686955,-7.394006382499817,0.996844931519792
1711686955,-2.465024432688559,0.9962501880934702
1711686955,-1.7683412416833573,0.9952344117427275
1711686955,-5.671387662596949,0.9985511931807504
1711686955,11.309030684215992,0.9877855248582167
1711686955,8.179330701649805,0.9885707681035646
1711686955,7.236574462082709,0.9915679106783163
1711686955,11.107312503001095,0.9858678649899768
1711686955,11.399490909990073,0.9854690382410926
1711686955,19.16271796421006,0.9740685151230642
1711686955,17.937028403514365,0.9922890781714213
1711686955,9.161304118648289,0.9985558205832274
1711686955,-4.327313073719057,0.999973795889155
1711686955,-15.54750084141057,0.9991443303980491
1711686955,-17.33249039251354,0.9925125706831283
1711686955,-24.72784258338084,0.9340364727604437
1711686955,-10.533845980478562,0.9699734473021621
1711686955,-7.837956749551195,0.9994934533022957
1711686955,-5.625291551793164,0.9999646165405889
1711686955,-1.4009435850589853,0.9997657661309413
1711686955,1.2822206198103911,0.9998741489268959
1711686955,4.524590698715927,0.9999562480398285
1711686955,3.2477879705305566,0.9999844861066758
