time,steering,throttle
1711686955,1.9721923999123567,0.9999275693549479
1711686955,1.6956153646465983,0.9999279174428429
1711686955,0.31325426734948736,0.9999318653812334
1711686955,0.5217843601695569,0.9999535291509811
1711686955,2.024195306631689,0.9999139916875623
1711686955,3.160622223926786,0.9999202201662503
1711686955,3.0947145631513644,0.999950439661544
1711686955,2.665457178045772,0.9999124682470438
1711686955,1.1248854454769825,0.999916109309773
1711686955,-0.8908283335955498,0.9999139301582306
1711686955,-5.5714417746791085,0.9997823324702704
1711686955,-6.577472951524452,0.9991681656730657
1711686955,-10.580637541534681,0.9961276619930184
1711686955,-11.032917946995006,0.9924388928967807
1711686955,-10.279014826798061,0.9898618977269931
1711686955,-9.050426976252842,0.9903361870622766
1711686955,-6.84961157985728,0.9938027219056793
1711686955,-4.461227634113008,0.9998956432345047
1711686955,-3.0373810838538784,0.9999508772363517
1711686955,-1.5588022006445608,0.9998960941602726
1711686955,-0.9361745487461125,0.999903314451084
1711686955,-0.5147823851874169,0.9998866868682249
1711686955,-0.954033206017986,0.9998038262938704
1711686955,1.3524114047457176,0.9998896851718595
1711686955,1.5780258966132497,0.9997808749845783
1711686955,5.741659034257223,0.9998149939788186
1711686955,12.826687661691222,0.9995653585264292
1711686955,21.395470869621995,0.9998981184439041
1711686955,29.872039544435644,0.9748616406019325
1711686955,35.76009327982942,0.9004216726598658
1711686955,40.646888957972294,0.7569837291612084
1711686955,45.1553857734488,0.6083131364897659
1711686955,42.51889688394345,0.5568219855682527
1711686955,32.608606307145536,0.679573897477151
1711686955,27.75280581918189,0.8148151402048114
1711686955,24.250871550051553,0.9179610762346085
1711686955,22.625350691972546,0.9710130427746138
1711686955,20.76804120776952,0.995425445069422
1711686955,14.649169964646415,0.9997338685041447
1711686955,9.258068541666603,0.9786537768717458
1711686955,-2.7016749718826127,0.9927810936893556
1711686955,-8.615322198025405,0.997379157783127
1711686955,-18.738170696651814,0.9945241176675386
1711686955,-7.9657557661404494,0.900433689432695
1711686955,-1.7301297641178104,0.8438199927955176
1711686955,20.55159544649359,0.6903254099104676
1711686955,31.443288211808493,0.9999107230362774
1711686955,20.47074515516435,0.9937920256767303
1711686955,19.261343675657304,0.9960879404195403
1711686955,13.398371398338892,0.9947679276910818
1711686955,3.7005808137869396,0.9753322506988116
1711686955,3.9286203445694117,0.9041957736139666
1711686955,7.958771261060333,0.9104826656310521
1711686955,9.786785151764498,0.9373799002750082
1711686955,10.008870070602393,0.9061831547871934
1711686955,19.9432514013624,0.827340010738539
1711686955,21.659991960072105,0.9999247324752241
1711686955,13.06100579973727,0.9997537119649308
1711686955,8.741460884009035,0.9802131767791036
1711686955,4.385002785024927,0.9397864445785897
1711686955,8.854195002167245,0.8924027702864723
1711686955,13.349393471317308,0.9078030605571005
1711686955,14.112083430246244,0.9411377567504925
1711686955,20.70014486326581,0.9416027352139654
1711686955,17.089240035012764,0.9998859574372178
1711686955,11.869118833702883,0.9963411373470661
1711686955,10.801220513597633,0.9219223723878694
1711686955,23.372307061669183,0.7903798260981251
1711686955,26.27790822040635,0.9998608144688489
1711686955,11.348203187789506,0.993519698816531
1711686955,12.875943716932492,0.9902792267085707
